Name{string},Alternate Spelling{string},Location{string},Type{string},Latitude{decimal},Longitude{decimal},Elevation (m){decimal},Point_Features{point},Reference{string},Comments{string},_the_sort{serial}
"Longaví, Nevado de",,"Chile-C","Stratovolcano","-36.19","-71.16","3242","POINT(-71.16 -36.19)",,,"738"
"Longgang Group",,"China-E","Cinder cones","42.33","126.5","1000","POINT(126.5 42.33)",,,"739"
"Longonot",,"Africa-E","Stratovolcano","-0.91","36.45","2776","POINT(36.45 -0.91)",,,"740"
"Lonquimay",,"Chile-C","Stratovolcano","-38.38","-71.58","2865","POINT(-71.58 -38.38)",,,"741"
"Lopevi",,"Vanuatu-SW Pacific","Stratovolcano","-16.51","168.35","1413","POINT(168.35 -16.51)",,,"742"
"Lower Chindwin",,"SE Asia","Volcanic field","22.28","95.1","385","POINT(95.1 22.28)",,,"743"
"Lubukraya",,"Sumatra","Stratovolcano","1.48","99.21","1862","POINT(99.21 1.48)",,,"744"
"Lumut Balai, Bukit",,"Sumatra","Stratovolcano ?","-4.22","103.62","2055","POINT(103.62 -4.22)",,,"745"
"Lunayyir, Harrat",,"Arabia-W","Volcanic field","25.17","37.75","1370","POINT(37.75 25.17)",,,"746"
"Lurus",,"Java","Complex volcano","-7.73","113.58","539","POINT(113.58 -7.73)",,,"747"
"Lvinaya Past",,"Kuril Is","Stratovolcano","44.61","146.99","528","POINT(146.99 44.61)",,,"748"
"Lysuhóll",,"Iceland-W","Pyroclastic cones","64.87","-23.25","540","POINT(-23.25 64.87)",,,"749"
"Ma Alalta",,"Ethiopia","Stratovolcano","13.02","40.2","1815","POINT(40.2 13.02)",,,"750"
"Maca",,"Chile-S","Stratovolcano","-45.1","-73.17","2960","POINT(-73.17 -45.1)",,,"751"
"Macauley Island",,"Kermadec Is","Caldera","-30.2","-178.47","238","POINT(-178.47 -30.2)",,,"752"
"Macdonald",,"Austral Is-C Pacific","Submarine volcano","-28.98","-140.25","-39","POINT(-140.25 -28.98)",,,"753"
"Machín",,"Colombia","Stratovolcano","4.48","-75.39","2650","POINT(-75.39 4.48)",,,"754"
"Madeira",,"Azores","Shield volcano","32.73","-16.97","1862","POINT(-16.97 32.73)",,,"755"
"Maderas",,"Nicaragua","Stratovolcano","11.45","-85.52","1394","POINT(-85.52 11.45)",,,"756"
"Madilogo",,"New Guinea","Pyroclastic cone","-9.2","147.57","850","POINT(147.57 -9.2)",,,"757"
"Mageik",,"Alaska Peninsula","Stratovolcano","58.2","-155.25","2165","POINT(-155.25 58.2)",,,"758"
"Mahagnao",,"Philippines-C","Stratovolcano","10.9","125.87","860","POINT(125.87 10.9)",,,"759"
"Mahawu",,"Sulawesi-Indonesia","Stratovolcano","1.36","124.86","1324","POINT(124.86 1.36)",,,"760"
"Maipo",,"Chile-C","Caldera","-34.16","-69.83","5264","POINT(-69.83 -34.16)",,,"761"
"Makaturing",,"Mindanao-Philippines","Stratovolcano","7.65","124.32","1940","POINT(124.32 7.65)",,,"762"
"Makian",,"Halmahera-Indonesia","Stratovolcano","0.32","127.4","1357","POINT(127.4 0.32)",,,"763"
"Makushin",,"Aleutian Is","Stratovolcano","53.89","-166.92","1800","POINT(-166.92 53.89)",,,"764"
"Malabar",,"Java","Stratovolcano","-7.13","107.65","2343","POINT(107.65 -7.13)",,,"765"
"Malang Plain",,"Java","Maars","-8.02","112.68","680","POINT(112.68 -8.02)",,,"766"
"Malinche, La",,"México","Stratovolcano","19.23","-98.03","4461","POINT(-98.03 19.23)",,,"767"
"Malindang",,"Mindanao-Philippines","Stratovolcano","8.22","123.63","2404","POINT(123.63 8.22)",,,"768"
"Malindig",,"Luzon-Philippines","Stratovolcano","13.24","122.02","1157","POINT(122.02 13.24)",,,"769"
"Mallahle",,"Ethiopia","Stratovolcano","13.27","41.65","1875","POINT(41.65 13.27)",,,"770"
"Maly Payalpan",,"Kamchatka","Shield volcanoes","55.82","157.98","1802","POINT(157.98 55.82)",,,"771"
"Maly Semiachik",,"Kamchatka","Caldera","54.13","159.67","1560","POINT(159.67 54.13)",,,"772"
"Mammoth Mountain",,"US-California","Lava domes","37.63","-119.03","3369","POINT(-119.03 37.63)",,,"773"
"Managlase Plateau",,"New Guinea","Volcanic field","-9.08","148.33","1342","POINT(148.33 -9.08)",,,"774"
"Manam",,"New Guinea-NE of","Stratovolcano","-4.08","145.04","1807","POINT(145.04 -4.08)",,,"775"
"Manda Hararo",,"Ethiopia","Shield volcanoes","12.17","40.82","600","POINT(40.82 12.17)",,,"776"
"Manda-Inakir",,"Ethiopia","Fissure vents","12.38","42.2","600","POINT(42.2 12.38)",,,"777"
"Mandalagan",,"Philippines-C","Complex volcano","10.65","123.25","1885","POINT(123.25 10.65)",,,"778"
"Manengouba",,"Africa-W","Stratovolcano","5.03","9.83","2411","POINT(9.83 5.03)",,,"779"
"Manuk",,"Banda Sea","Stratovolcano","-5.53","130.29","282","POINT(130.29 -5.53)",,,"780"
"Manzaz Volc Field",,"Africa-N","Scoria cones","23.92","5.83","1672","POINT(5.83 23.92)",,,"781"
"Marapi",,"Sumatra","Complex volcano","-0.38","100.47","2891","POINT(100.47 -0.38)",,,"782"
"Marchena",,"Galápagos","Shield volcano","0.33","-90.47","343","POINT(-90.47 0.33)",,,"783"
"Mare",,"Halmahera-Indonesia","Stratovolcano","0.57","127.4","308","POINT(127.4 0.57)",,,"784"
"Marha, Jabal el-",,"Arabia-S","Tuff cone","15.25","44.24","2506","POINT(44.24 15.25)",,,"785"
"Mariñaqui, Laguna",,"Chile-C","Cinder cones","-38.27","-71.1","2143","POINT(-71.1 -38.27)",,,"786"
"Marion Island",,"Indian O.-S","Shield volcanoes","-46.9","37.75","1230","POINT(37.75 -46.9)",,,"787"
"Mariveles",,"Luzon-Philippines","Stratovolcano","14.52","120.47","1388","POINT(120.47 14.52)",,,"788"
"Markagunt Plateau",,"US-Utah","Volcanic field","37.58","-112.67","2840","POINT(-112.67 37.58)",,,"789"
"Maroa",,"New Zealand","Calderas","-38.42","176.08","1156","POINT(176.08 -38.42)",,,"790"
"Marra, Jebel",,"Africa-N","Volcanic field","12.95","24.27","3042","POINT(24.27 12.95)",,,"791"
"Marsabit",,"Africa-E","Shield volcano","2.32","37.97","1707","POINT(37.97 2.32)",,,"792"
"Martin",,"Alaska Peninsula","Stratovolcano","58.17","-155.36","1863","POINT(-155.36 58.17)",,,"793"
"Masaraga",,"Luzon-Philippines","Stratovolcano","13.32","123.6","1328","POINT(123.6 13.32)",,,"794"
"Masaya",,"Nicaragua","Caldera","11.98","-86.16","635","POINT(-86.16 11.98)",,,"795"
"Mascota Volc Field",,"México","Cinder cones","20.62","-104.83","2560","POINT(-104.83 20.62)",,,"796"
"Mashkovtsev",,"Kamchatka","Stratovolcano","51.1","156.72","503","POINT(156.72 51.1)",,,"797"
"Mashu",,"Hokkaido-Japan","Caldera","43.57","144.57","855","POINT(144.57 43.57)",,,"798"
"Mat Ala",,"Ethiopia","Shield volcano","13.1","41.15","523","POINT(41.15 13.1)",,,"799"
"Matthew Island",,"SW Pacific","Stratovolcano","-22.33","171.32","177","POINT(171.32 -22.33)",,,"800"
"Matutum",,"Mindanao-Philippines","Stratovolcano","6.37","125.07","2286","POINT(125.07 6.37)",,,"801"
"Maug Islands",,"Mariana Is-C Pacific","Stratovolcano","20.02","145.22","227","POINT(145.22 20.02)",,,"802"
"Maule, Laguna del",,"Chile-C","Caldera","-36.02","-70.58","3092","POINT(-70.58 -36.02)",,,"803"
"Mauna Kea",,"Hawaiian Is","Shield volcano","19.82","-155.47","4205","POINT(-155.47 19.82)",,,"804"
"Mauna Loa",,"Hawaiian Is","Shield volcano","19.48","-155.61","4170","POINT(-155.61 19.48)",,,"805"
"Mayon",,"Luzon-Philippines","Stratovolcano","13.26","123.69","2462","POINT(123.69 13.26)",,,"806"
"Mayor Island",,"New Zealand","Shield volcano","-37.28","176.25","355","POINT(176.25 -37.28)",,,"807"
"May-ya-moto",,"Africa-C","Fumarole field","-0.93","29.33","950","POINT(29.33 -0.93)",,,"808"
"McDonald Islands",,"Indian O.-S","Complex volcano","-53.03","72.6","230","POINT(72.6 -53.03)",,,"809"
"McLoughlin, Mount",,"US-Oregon","Lava Cone","42.4","-122.3","2894","POINT(-122.3 42.4)",,,"810"
"Meager",,"Canada","Complex volcano","50.63","-123.5","2680","POINT(-123.5 50.63)",,,"811"
"Medicine Lake",,"US-California","Shield volcano","41.61","-121.55","2412","POINT(-121.55 41.61)",,,"812"
"Medvezhia",,"Kuril Is","Somma volcano","45.39","148.84","1125","POINT(148.84 45.39)",,,"813"
"Mega Basalt Field",,"Ethiopia","Pyroclastic cones","4.08","37.42","1067","POINT(37.42 4.08)",,,"814"
"Megata",,"Honshu-Japan","Maars","39.95","139.73","291","POINT(139.73 39.95)",,,"815"
"Mehetia",,"Society Is-C Pacific","Stratovolcano","-17.87","-148.07","435","POINT(-148.07 -17.87)",,,"816"
"Meidob Volc Field",,"Africa-N","Scoria cones","15.32","26.47","2000","POINT(26.47 15.32)",,,"817"
"Melbourne",,"Antarctica","Stratovolcano","-74.35","164.7","2732","POINT(164.7 -74.35)",,,"818"
"Melimoyu",,"Chile-S","Stratovolcano","-44.08","-72.88","2400","POINT(-72.88 -44.08)",,,"819"
"Menan Buttes",,"US-Idaho","Tuff cone","43.6","-111.5","1713","POINT(-111.5 43.6)",,,"820"
"Mendeleev",,"Kuril Is","Stratovolcano","43.98","145.74","888","POINT(145.74 43.98)",,,"821"
"Menengai",,"Africa-E","Shield volcano","-0.2","36.07","2278","POINT(36.07 -0.2)",,,"822"
"Mentolat",,"Chile-S","Stratovolcano","-44.7","-73.08","1660","POINT(-73.08 -44.7)",,,"823"
"Merapi",,"Java","Stratovolcano","-7.54","110.44","2968","POINT(110.44 -7.54)",,,"824"
"Merbabu",,"Java","Stratovolcano","-7.45","110.43","3145","POINT(110.43 -7.45)",,,"825"
"Mere Lava",,"Vanuatu-SW Pacific","Stratovolcano","-14.45","168.05","1028","POINT(168.05 -14.45)",,,"826"
"Meru",,"Africa-E","Stratovolcano","-3.25","36.75","4565","POINT(36.75 -3.25)",,,"827"
"Methana",,"Greece","Lava domes","37.62","23.34","760","POINT(23.34 37.62)",,,"828"
"Metis Shoal",,"Tonga-SW Pacific","Submarine volcano","-19.18","-174.87","43","POINT(-174.87 -19.18)",,,"829"
"Mezhdusopochny",,"Kamchatka","Shield volcano","57.47","160.25","1641","POINT(160.25 57.47)",,,"830"
"Michael",,"Antarctica","Stratovolcano","-57.78","-26.45","990","POINT(-26.45 -57.78)",,,"831"
"Michoacán-Guanajuato",,"México","Cinder cones","19.85","-101.75","3860","POINT(-101.75 19.85)",,,"832"
"Middle Gobi",,"Mongolia","Cinder cones","45.28","106.7","1120","POINT(106.7 45.28)",,,"833"
"Mikura-jima",,"Izu Is-Japan","Stratovolcano","33.87","139.61","851","POINT(139.61 33.87)",,,"834"
"Milbanke Sound Group",,"Canada","Cinder cones","52.5","-128.73","335","POINT(-128.73 52.5)",,,"835"
"Milne",,"Kuril Is","Somma volcano","46.82","151.78","1540","POINT(151.78 46.82)",,,"836"
"Mílos",,"Greece","Stratovolcanoes","36.7","24.44","751","POINT(24.44 36.7)",,,"837"
"Minami Kasuga",,"Volcano Is-Japan","Submarine volcano","21.6","143.64","-274","POINT(143.64 21.6)",,,"838"
"Minami-Hiyoshi",,"Volcano Is-Japan","Submarine volcano","23.5","141.94","-30","POINT(141.94 23.5)",,,"839"
"Minchinmávida",,"Chile-S","Stratovolcano","-42.79","-72.44","2404","POINT(-72.44 -42.79)",,,"840"
"Miñiques",,"Chile-N","Stratovolcanoes","-23.82","-67.77","5910","POINT(-67.77 -23.82)",,,"841"
"Miravalles",,"Costa Rica","Stratovolcano","10.75","-85.15","2028","POINT(-85.15 10.75)",,,"842"
"Misti, El",,"Perú","Stratovolcano","-16.29","-71.41","5822","POINT(-71.41 -16.29)",,,"843"
"Miyake-jima",,"Izu Is-Japan","Stratovolcano","34.08","139.53","815","POINT(139.53 34.08)",,,"844"
"Mocho-Choshuenco",,"Chile-C","Stratovolcanoes","-39.93","-72.03","2422","POINT(-72.03 -39.93)",,,"845"
"Moffett",,"Aleutian Is","Stratovolcano","51.94","-176.75","1196","POINT(-176.75 51.94)",,,"846"
"Mojanda",,"Ecuador","Stratovolcanoes","0.13","-78.27","4263","POINT(-78.27 0.13)",,,"847"
"Mokuyo Seamount",,"Izu Is-Japan","Submarine volcano","28.32","140.57","-920","POINT(140.57 28.32)",,,"848"
"Mombacho",,"Nicaragua","Stratovolcano","11.83","-85.97","1344","POINT(-85.97 11.83)",,,"849"
"Momotombo",,"Nicaragua","Stratovolcano","12.42","-86.54","1297","POINT(-86.54 12.42)",,,"850"
"Monaco Bank",,"Azores","Submarine volcano","37.6","-25.88","-197","POINT(-25.88 37.6)",,,"851"
"Mono Craters",,"US-California","Lava domes","37.88","-119","2796","POINT(-119 37.88)",,,"852"
"Mono Lake Volc Field",,"US-California","Cinder cones","38","-119.03","2121","POINT(-119.03 38)",,,"853"
"Monowai Seamount",,"Kermadec Is","Submarine volcano","-25.89","-177.19","-100","POINT(-177.19 -25.89)",,,"854"
"Montagu Island",,"Antarctica","Shield volcano","-58.42","-26.33","1370","POINT(-26.33 -58.42)",,,"855"
"Moti",,"Halmahera-Indonesia","Stratovolcano","0.45","127.4","950","POINT(127.4 0.45)",,,"856"
"Motlav",,"Vanuatu-SW Pacific","Stratovolcano","-13.67","167.67","411","POINT(167.67 -13.67)",,,"857"
"Moua Pihaa",,"Society Is-C Pacific","Submarine volcano","-18.32","-148.67","-160","POINT(-148.67 -18.32)",,,"858"
"Mousa Alli",,"Ethiopia","Stratovolcano","12.47","42.4","2028","POINT(42.4 12.47)",,,"859"
"Moyuta",,"Guatemala","Stratovolcano","14.03","-90.1","1662","POINT(-90.1 14.03)",,,"860"
"Muhavura",,"Africa-C","Stratovolcano","-1.38","29.67","4127","POINT(29.67 -1.38)",,,"861"
"Mundua",,"New Britain-SW Pac","Complex volcano","-4.63","149.35","179","POINT(149.35 -4.63)",,,"862"
"Muria",,"Java","Stratovolcano","-6.62","110.88","1625","POINT(110.88 -6.62)",,,"863"
"Musa River",,"New Guinea","Hydrothermal field","-9.31","148.13","808","POINT(148.13 -9.31)",,,"864"
"Musuan",,"Mindanao-Philippines","Lava dome","7.88","125.07","646","POINT(125.07 7.88)",,,"865"
"Mutnovsky",,"Kamchatka","Complex volcano","52.45","158.2","2322","POINT(158.2 52.45)",,,"866"
"Myojin Knoll",,"Izu Is-Japan","Submarine volcano","32.1","139.85","360","POINT(139.85 32.1)",,,"867"
"Myoko",,"Honshu-Japan","Stratovolcano","36.89","138.12","2446","POINT(138.12 36.89)",,,"868"
"Nabro",,"Ethiopia","Stratovolcano","13.37","41.7","2218","POINT(41.7 13.37)",,,"869"
"Nabukelevu",,"Fiji Is-SW Pacific","Lava domes","-19.12","177.98","805","POINT(177.98 -19.12)",,,"870"
"Nakano-shima",,"Ryukyu Is","Stratovolcanoes","29.86","129.86","979","POINT(129.86 29.86)",,,"871"
"Namarunu",,"Africa-E","Shield volcano","1.98","36.43","817","POINT(36.43 1.98)",,,"872"
"Nantai",,"Honshu-Japan","Stratovolcano","36.76","139.49","2486","POINT(139.49 36.76)",,,"873"
"Naolinco Volc Field",,"México","Pyroclastic cones","19.67","-96.75","2000","POINT(-96.75 19.67)",,,"874"
"Narcondum",,"Andaman Is-Indian O","Stratovolcano","13.43","94.28","710","POINT(94.28 13.43)",,,"875"
"Narugo",,"Honshu-Japan","Caldera","38.73","140.73","470","POINT(140.73 38.73)",,,"876"
"Nasu",,"Honshu-Japan","Stratovolcanoes","37.12","139.97","1915","POINT(139.97 37.12)",,,"877"
"Natib",,"Luzon-Philippines","Stratovolcano","14.72","120.4","1253","POINT(120.4 14.72)",,,"878"
"Nazko",,"Canada","Cinder cones","52.9","-123.73","1230","POINT(-123.73 52.9)",,,"879"
"Ndete Napu",,"Lesser Sunda Is","Fumarole field","-8.72","121.78","750","POINT(121.78 -8.72)",,,"880"
"Negra, Sierra",,"Galápagos","Shield volcano","-0.83","-91.17","1124","POINT(-91.17 -0.83)",,,"881"
"Negrillar, El",,"Chile-N","Pyroclastic cones","-24.18","-68.25","3500","POINT(-68.25 -24.18)",,,"882"
"Negrillar, La",,"Chile-N","Pyroclastic cones","-24.28","-68.6","4109","POINT(-68.6 -24.28)",,,"883"
"Negro de Mayasquer, Cerro",,"Colombia","Stratovolcano","0.83","-77.96","4445","POINT(-77.96 0.83)",,,"884"
"Negro, Cerro",,"Nicaragua","Cinder cones","12.51","-86.7","728","POINT(-86.7 12.51)",,,"885"
"Nejapa-Miraflores",,"Nicaragua","Fissure vents","12.12","-86.32","360","POINT(-86.32 12.12)",,,"886"
"Nemo Peak",,"Kuril Is","Caldera","49.57","154.81","1018","POINT(154.81 49.57)",,,"887"
"Nemrut Dagi",,"Turkey","Stratovolcano","38.65","42.23","2948","POINT(42.23 38.65)",,,"888"
"Nevada, Sierra",,"Chile-N","Complex volcano","-26.48","-68.58","6127","POINT(-68.58 -26.48)",,,"889"
"Nevis Peak",,"W Indies","Stratovolcano","17.15","-62.58","985","POINT(-62.58 17.15)",,,"890"
"Newberry",,"US-Oregon","Shield volcano","43.72","-121.23","2434","POINT(-121.23 43.72)",,,"891"
"Newer Volcanics Prov",,"Australia","Shield volcanoes","-37.77","142.5","1011","POINT(142.5 -37.77)",,,"892"
"Ngozi",,"Africa-E","Caldera","-8.97","33.57","2622","POINT(33.57 -8.97)",,,"893"
"Nicholson, Cerro",,"Perú","Cinder cone","-16.26","-71.73","2520","POINT(-71.73 -16.26)",,,"894"
"Nieuwerkerk",,"Banda Sea","Submarine volcano ?","-6.6","124.68","-2285","POINT(124.68 -6.6)",,,"895"
"Niigata-Yake-yama",,"Honshu-Japan","Lava dome","36.92","138.04","2400","POINT(138.04 36.92)",,,"896"
"Nii-jima",,"Izu Is-Japan","Lava domes","34.39","139.27","432","POINT(139.27 34.39)",,,"897"
"Nikko",,"Volcano Is-Japan","Submarine volcano","23.08","142.31","-391","POINT(142.31 23.08)",,,"898"
"Nikko-Shirane",,"Honshu-Japan","Shield volcano","36.8","139.38","2578","POINT(139.38 36.8)",,,"899"
"Nila",,"Banda Sea","Stratovolcano","-6.73","129.5","781","POINT(129.5 -6.73)",,,"900"
"Nipesotsu-Maruyama",,"Hokkaido-Japan","Stratovolcanoes","43.45","143.04","2013","POINT(143.04 43.45)",,,"901"
"Niseko",,"Hokkaido-Japan","Stratovolcanoes","42.88","140.63","1154","POINT(140.63 42.88)",,,"902"
"Nishino-shima",,"Volcano Is-Japan","Caldera","27.27","140.88","38","POINT(140.88 27.27)",,,"903"
"Nisyros",,"Greece","Stratovolcano","36.59","27.16","698","POINT(27.16 36.59)",,,"904"
"Niuafo'ou",,"Tonga-SW Pacific","Shield volcano","-15.6","-175.63","260","POINT(-175.63 -15.6)",,,"905"
"Norikura",,"Honshu-Japan","Stratovolcanoes","36.1","137.56","3026","POINT(137.56 36.1)",,,"906"
"North Gorda Ridge",,"Pacific-NE","Submarine volcano","42.67","-126.78","-3000","POINT(-126.78 42.67)",,,"907"
"North Island",,"Africa-E","Tuff cones","4.07","36.05","520","POINT(36.05 4.07)",,,"908"
"North Sister Field",,"US-Oregon","Complex volcano","44.17","-121.77","3074","POINT(-121.77 44.17)",,,"909"
"North Vate",,"Vanuatu-SW Pacific","Stratovolcanoes","-17.47","168.35","594","POINT(168.35 -17.47)",,,"910"
"Northern EPR-Segment RO2",,"Pacific-E","Submarine volcano","16.55","-105.32","-2700","POINT(-105.32 16.55)",,,"911"
"Northern EPR-Segment RO3",,"Pacific-E","Submarine volcano","15.83","-105.43","-2300","POINT(-105.43 15.83)",,,"912"
"Nosy-Be",,"Madagascar","Cinder cones","-13.32","48.48","214","POINT(48.48 -13.32)",,,"913"
"Novarupta",,"Alaska Peninsula","Caldera","58.27","-155.16","841","POINT(-155.16 58.27)",,,"914"
"Nuevo Mundo",,"Bolivia","Lava domes","-19.78","-66.48","5438","POINT(-66.48 -19.78)",,,"915"
"Numazawa",,"Honshu-Japan","Shield volcano","37.45","139.58","1100","POINT(139.58 37.45)",,,"916"
"Nunivak Island",,"Alaska-W","Shield volcano","60.02","-166.33","511","POINT(-166.33 60.02)",,,"917"
"NW Eifuku",,"Volcano Is-Japan","Submarine volcano","21.49","144.04","-1535","POINT(144.04 21.49)",,,"918"
"NW Rota-1",,"Mariana Is-C Pacific","Submarine volcano","14.6","144.78","-517","POINT(144.78 14.6)",,,"919"
"Nyambeni Hills",,"Africa-E","Shield volcano","0.23","37.87","750","POINT(37.87 0.23)",,,"920"
"Nyamuragira",,"Africa-C","Shield volcano","-1.41","29.2","3058","POINT(29.2 -1.41)",,,"921"
"Nyiragongo",,"Africa-C","Stratovolcano","-1.52","29.25","3470","POINT(29.25 -1.52)",,,"922"
"Nylgimelkin",,"Kamchatka","Shield volcanoes","57.97","160.65","1764","POINT(160.65 57.97)",,,"923"
"O'a Caldera",,"Ethiopia","Caldera","7.47","38.58","2075","POINT(38.58 7.47)",,,"924"
"Ofu-Olosega",,"Samoa-SW Pacific","Shield volcanoes","-14.18","-169.62","639","POINT(-169.62 -14.18)",,,"925"
"Ojos del Salado, Nevados",,"Chile-N","Stratovolcano","-27.12","-68.55","6887","POINT(-68.55 -27.12)",,,"926"
"Oka Plateau",,"Russia-SE","Cinder cones","52.7","98.98","2077","POINT(98.98 52.7)",,,"927"
"Okataina",,"New Zealand","Lava domes","-38.12","176.5","1111","POINT(176.5 -38.12)",,,"928"
"Oki-Dogo",,"Honshu-Japan","Shield volcano","36.18","133.33","151","POINT(133.33 36.18)",,,"929"
"Okmok",,"Aleutian Is","Shield volcano","53.43","-168.13","1073","POINT(-168.13 53.43)",,,"930"
"Oku Volc Field",,"Africa-W","Stratovolcano","6.25","10.5","3011","POINT(10.5 6.25)",,,"931"
"Ol Doinyo Lengai",,"Africa-E","Stratovolcano","-2.77","35.91","2962","POINT(35.91 -2.77)",,,"932"
"Ol Kokwe",,"Africa-E","Shield volcano","0.62","36.08","1130","POINT(36.08 0.62)",,,"933"
"Olca-Paruma",,"Chile-N","Stratovolcanoes","-20.93","-68.48","5407","POINT(-68.48 -20.93)",,,"934"
"Olkaria",,"Africa-E","Pumice cones","-0.9","36.29","2434","POINT(36.29 -0.9)",,,"935"
"Olkoviy Volc Group",,"Kamchatka","Volcanic field","52.02","157.53","681","POINT(157.53 52.02)",,,"936"
"Ollagüe",,"Chile-N","Stratovolcano","-21.3","-68.18","5868","POINT(-68.18 -21.3)",,,"937"
"Olot Volc Field",,"Spain","Pyroclastic cones","42.17","2.53","893","POINT(2.53 42.17)",,,"938"
"Omanago Group",,"Honshu-Japan","Lava domes","36.79","139.51","2367","POINT(139.51 36.79)",,,"939"
"On-take",,"Honshu-Japan","Complex volcano","35.89","137.48","3063","POINT(137.48 35.89)",,,"940"
"Opala",,"Kamchatka","Caldera","52.54","157.34","2475","POINT(157.34 52.54)",,,"941"
"Öraefajökull",,"Iceland-SE","Stratovolcano","64","-16.65","2119","POINT(-16.65 64)",,,"942"
"Orizaba, Pico de",,"México","Stratovolcano","19.03","-97.27","5675","POINT(-97.27 19.03)",,,"943"
"Orosí",,"Costa Rica","Stratovolcanoes","10.98","-85.47","1659","POINT(-85.47 10.98)",,,"944"
"Oshima",,"Izu Is-Japan","Stratovolcano","34.72","139.4","764","POINT(139.4 34.72)",,,"945"
"Oshima-Oshima",,"Hokkaido-Japan","Stratovolcano","41.51","139.37","737","POINT(139.37 41.51)",,,"946"
"Osore-yama",,"Honshu-Japan","Stratovolcano","41.28","141.12","879","POINT(141.12 41.28)",,,"947"
"Osorno",,"Chile-S","Stratovolcano","-41.1","-72.49","2652","POINT(-72.49 -41.1)",,,"948"
"Ostanets",,"Kamchatka","Shield volcanoes","52.15","157.32","719","POINT(157.32 52.15)",,,"949"
"Ostry",,"Kamchatka","Stratovolcano","58.18","160.82","2552","POINT(160.82 58.18)",,,"950"
"Otdelniy",,"Kamchatka","Shield volcanoes","52.22","157.43","791","POINT(157.43 52.22)",,,"951"
"Cerro Overo",,"Chile-N","Maar","-23.516667","-67.666667","4555","POINT(-67.666667 23.516667)",,,"952"
"Ozernoy",,"Kamchatka","Shield volcano","51.88","157.38","562","POINT(157.38 51.88)",,,"953"
"Pacaya",,"Guatemala","Complex volcano","14.38","-90.6","2552","POINT(-90.6 14.38)",,,"954"
"Paco",,"Mindanao-Philippines","Stratovolcano","9.59","125.52","524","POINT(125.52 9.59)",,,"955"
"Pagan",,"Mariana Is-C Pacific","Stratovolcanoes","18.13","145.8","570","POINT(145.8 18.13)",,,"956"
"Pago",,"New Britain-SW Pac","Caldera","-5.58","150.52","742","POINT(150.52 -5.58)",,,"957"
"Paka",,"Africa-E","Shield volcano","0.92","36.18","1697","POINT(36.18 0.92)",,,"958"
"Palei-Aike Volc Field",,"Chile-S","Cinder cones","-52","-70","282","POINT(-70 -52)",,,"959"
"Palomo",,"Chile-C","Stratovolcano","-34.61","-70.3","4860","POINT(-70.3 -34.61)",,,"960"
"Paluweh",,"Lesser Sunda Is","Stratovolcano","-8.32","121.71","875","POINT(121.71 -8.32)",,,"961"
"Pampa Luxsar",,"Bolivia","Volcanic field","-20.85","-68.2","5543","POINT(-68.2 -20.85)",,,"962"
"Panarea",,"Italy","Stratovolcano","38.63","15.07","421","POINT(15.07 38.63)",,,"963"
"Pantelleria",,"Italy","Shield volcano","36.77","12.02","836","POINT(12.02 36.77)",,,"964"
"Pantoja, Cerro",,"Chile-C","Stratovolcano","-40.77","-71.95","2024","POINT(-71.95 -40.77)",,,"965"
"Papandayan",,"Java","Stratovolcanoes","-7.32","107.73","2665","POINT(107.73 -7.32)",,,"966"
"Papayo",,"México","Lava dome","19.31","-98.7","3600","POINT(-98.7 19.31)",,,"967"
"Paracutin",,"Mexico","Cinder cone","19.5","-102.2","3170","POINT(-102.2 19.5)",,,"968"
"Parinacota",,"Chile-N","Stratovolcano","-18.17","-69.15","6348","POINT(-69.15 -18.17)",,,"969"
"Parker",,"Mindanao-Philippines","Stratovolcano","6.11","124.89","1824","POINT(124.89 6.11)",,,"970"
"Patah",,"Sumatra","Unknown","-4.27","103.3","2817","POINT(103.3 -4.27)",,,"971"
"Patoc",,"Luzon-Philippines","Stratovolcano","17.15","120.98","1865","POINT(120.98 17.15)",,,"972"
"Patuha",,"Java","Stratovolcano","-7.16","107.4","2434","POINT(107.4 -7.16)",,,"973"
"Paulet",,"Antarctica","Cinder cone","-63.58","-55.77","353","POINT(-55.77 -63.58)",,,"974"
"Pauzhetka",,"Kamchutka","Caldera","51.43","156.93","1331","POINT(156.93 51.43)",,,"975"
"Pavlof",,"Alaska Peninsula","Stratovolcano","55.42","-161.89","2519","POINT(-161.89 55.42)",,,"976"
"Pavlof Sister",,"Alaska Peninsula","Stratovolcano","55.45","-161.84","2142","POINT(-161.84 55.45)",,,"977"
"Payún Matru",,"Argentina","Shield volcano","-36.42","-69.2","3680","POINT(-69.2 -36.42)",,,"978"
"Peinado",,"Argentina","Stratovolcano","-26.62","-68.15","5740","POINT(-68.15 -26.62)",,,"979"
"Pelée",,"W Indies","Stratovolcano","14.82","-61.17","1397","POINT(-61.17 14.82)",,,"980"
"Penanggungan",,"Java","Stratovolcano","-7.62","112.63","1653","POINT(112.63 -7.62)",,,"981"
"Penguin Island",,"Antarctica","Stratovolcano","-62.1","-57.93","180","POINT(-57.93 -62.1)",,,"982"
"Perbakti-Gagak",,"Java","Stratovolcanoes","-6.75","106.7","1699","POINT(106.7 -6.75)",,,"983"
"Peter I Island",,"Antarctica","Shield volcano","-68.85","-90.58","1640","POINT(-90.58 -68.85)",,,"984"
